City,Diện tích,Đồ vệ sinh cá nhân miễn phí,Vòi sen,Áo choàng tắm,Két an toàn,Nhà vệ sinh,Khăn tắm,Bàn làm việc,Khu vực tiếp khách,TV,Tủ lạnh,Điện thoại,Máy sấy tóc,Sàn trải thảm,Ấm đun nước điện,Truyền hình cáp,Tủ hoặc phòng để quần áo,Nhìn ra thành phố,Phòng tắm riêng,Hệ thống cách âm,Minibar,WiFi miễn phí,Ghế sofa,Máy fax,Bếp,Máy giặt,Bàn ăn,Dịch vụ báo thức,Tiện nghi ủi,Giường cực dài (> 2 mét),Ban công,Quyền sử dụng Executive Lounge,Máy pha trà/cà phê,Khăn tắm/Bộ khăn trải giường (có thu phí),Máy sấy quần áo,Có phòng thông nhau qua cửa nối,Chậu rửa vệ sinh (bidet),Các tầng trên đi lên bằng thang máy,Xe lăn có thể đi đến mọi nơi trong toàn bộ khuôn viên,Máy vi tính,Quạt máy,Ghế cao dành cho trẻ em,Các tầng trên chỉ lên được bằng cầu thang,Hồ bơi trên sân thượng,Trò chơi board game/giải đố,Khu vực ăn uống ngoài trời,Phòng xông hơi,Bể sục,Sân trong,price
Da Nang,28,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,2,0,0,0,0,0,768000
Da Nang,32,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,4,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,2,0,0,2,0,1,0,0,0,816000
Da Nang,45,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,4,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,2,0,0,2,0,1,0,0,0,1008000
Da Nang,48,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,4,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,2,0,0,2,0,1,0,0,0,1248000
Da Nang,50,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,4,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,2,0,0,2,0,1,0,0,0,2496000
Da Nang,56,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,2,0,0,2,0,0,0,0,0,1728000
Da Nang,50,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,2,0,0,2,0,0,0,0,0,1728000
Da Nang,111,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,2,1,0,2,0,1,0,0,0,4944000
Da Nang,173,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,4,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,2,1,0,2,0,1,0,0,0,6192000
Da Nang,42,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,0,1,1,2,1,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2356512
Da Nang,42,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,0,1,1,1,1,0,0,0,0,1,1,2,1,0,1,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,2841612
Da Nang,65,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,0,1,1,0,1,0,1,1,1,2,1,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,3465312
Da Nang,42,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,0,1,1,1,1,0,0,0,0,1,1,2,1,1,1,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,3673212
Da Nang,84,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,0,0,1,1,1,2,1,1,1,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,4851312
Da Nang,100,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,0,1,1,0,1,0,1,1,1,2,1,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,5786862
Da Nang,165,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,0,1,1,0,1,0,1,1,1,2,1,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,5405712
Da Nang,165,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,0,1,1,0,1,0,1,1,1,2,1,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,6791712
Da Nang,307,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,0,1,1,0,1,1,1,1,1,2,1,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,0,1,0,8177712
Da Nang,307,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,0,1,1,0,1,1,1,1,1,2,1,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,0,1,0,13721712
Da Nang,307,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,0,1,1,0,1,1,1,1,1,2,1,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,0,1,0,15107712
Da Nang,42,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,0,1,1,2,1,1,1,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,2194500
Da Nang,42,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,0,1,1,2,1,1,1,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,2818200
Da Nang,42,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,0,1,1,2,1,1,1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,2194500
Da Nang,42,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,0,1,1,2,1,1,1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,2818200
Da Nang,42,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2333100
Da Nang,42,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2956800
Da Nang,72,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,1,1,1,2,1,1,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2333100
Da Nang,130,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,0,1,1,1,1,0,1,0,1,0,1,2,0,1,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2956800
Da Nang,130,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,1,1,1,2,1,1,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2425500
Da Nang,122,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,3049200
Da Nang,122,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2425500
Da Nang,122,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,3349500
Da Nang,122,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,3973200
Da Nang,122,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,4158000
Da Nang,122,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,4781700
Da Nang,122,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,5082000
Da Nang,122,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,3,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,5705700
Da Nang,22,1,2,0,0,1,1,0,1,1,0,1,1,2,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,254000
Da Nang,24,1,2,0,0,1,1,1,1,1,0,1,1,2,1,1,1,4,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,336000
Da Nang,27,1,2,0,0,1,1,1,1,1,0,1,1,2,1,1,1,4,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,376000
Da Nang,32,1,2,0,0,1,1,1,1,1,0,1,1,2,1,1,1,4,0,1,0,1,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,416000
Da Nang,26,1,2,0,0,1,1,1,1,1,0,1,1,2,1,1,1,4,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,396000
Da Nang,27,1,2,0,0,1,1,1,1,1,0,1,1,2,1,1,1,4,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,436000
Da Nang,32,1,2,0,0,1,1,1,1,1,0,1,1,2,1,1,1,4,0,1,0,1,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,476000
Da Nang,24,1,2,0,0,1,1,1,1,1,0,1,1,2,1,1,1,4,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,456000
Da Nang,27,1,2,0,0,1,1,1,1,1,0,1,1,2,1,1,1,4,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,496000
Da Nang,32,1,2,0,0,1,1,1,1,1,0,1,1,2,1,1,1,4,0,1,0,1,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,536000
Da Nang,313,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,0,1,1,1,0,0,1,1,1,0,1,2,1,0,0,0,1,0,1,0,0,0,3,0,0,2,0,0,0,1,1,3000000
Da Nang,616,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,0,0,3,1,1,0,1,2,1,0,1,1,1,0,1,1,1,1,4,1,1,2,1,1,0,1,1,4000000
Da Nang,313,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,0,1,1,1,0,0,1,1,1,0,1,2,1,0,0,0,1,0,1,0,0,0,3,0,0,2,0,0,0,1,1,10530000
Da Nang,400,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,0,1,1,1,0,0,1,1,1,0,1,2,1,0,0,0,1,0,1,0,0,0,3,0,0,2,0,0,0,1,1,10575000
Da Nang,616,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,0,0,3,1,1,0,1,2,1,0,1,1,1,0,1,1,1,1,4,1,1,2,1,1,0,1,1,10620000
Da Nang,616,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,0,0,3,1,1,0,1,2,1,0,1,1,1,0,1,1,1,1,4,1,1,2,1,1,0,1,1,9855000
Da Nang,616,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,0,0,3,1,1,0,1,2,1,0,1,1,1,0,1,1,1,1,4,1,1,2,1,1,0,1,1,10305000
Da Nang,616,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,0,0,3,1,1,0,1,2,1,0,1,1,1,0,1,1,1,1,4,1,1,2,1,1,0,1,1,10755000
Da Nang,1000,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,0,0,3,1,1,0,1,2,1,0,1,1,1,0,1,1,1,1,4,1,1,2,1,1,0,1,1,32982000
Da Nang,1000,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,0,0,3,1,1,0,1,2,1,0,1,1,1,0,1,1,1,1,4,1,1,2,1,1,0,1,1,37045000
Da Nang,1000,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,0,0,3,1,1,0,1,2,1,0,1,1,1,0,1,1,1,1,4,1,1,2,1,1,0,1,1,36877636
Da Nang,1000,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,0,0,3,1,1,0,1,2,1,0,1,1,1,0,1,1,1,1,4,1,1,2,1,1,0,1,1,40759494
Da Nang,1000,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,0,0,3,1,1,0,1,2,1,0,1,1,1,0,1,1,1,1,4,1,1,2,1,1,0,1,1,44641351
Da Nang,1000,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,0,0,3,1,1,0,1,2,1,0,1,1,1,0,1,1,1,1,4,1,1,2,1,1,0,1,1,103500000
Da Nang,26,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,243000
Da Nang,24,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,243000
Da Nang,30,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,0,1,1,1,1,0,0,0,0,1,0,2,0,1,1,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,344250
Da Nang,30,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,0,1,1,1,1,0,0,0,0,1,0,2,0,1,1,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,344250
Da Nang,60,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,1,1,0,2,0,1,1,0,0,1,1,1,1,0,4,1,0,0,0,0,0,0,0,634500
Da Nang,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388889
Da Nang,30,1,2,0,0,1,1,0,0,1,1,1,1,3,1,1,1,3,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,238000
Da Nang,30,1,2,0,0,1,1,1,0,1,1,1,1,3,1,1,1,3,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,259200
Da Nang,34,1,2,0,0,1,1,1,0,1,1,1,1,3,1,1,1,3,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,289440
Da Nang,38,1,2,0,1,1,1,1,0,1,1,1,1,3,1,1,1,3,0,1,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,299700
Da Nang,36,1,2,0,0,1,1,1,0,1,1,1,1,3,1,1,1,3,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,414000
Da Nang,22,1,2,0,0,1,1,1,1,1,1,0,1,2,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,2,1,0,0,0,0,1,0,0,204600
Da Nang,25,1,2,0,0,1,1,1,1,1,1,0,1,2,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,2,1,0,0,0,0,1,0,0,280500
Da Nang,28,1,2,0,0,1,1,1,1,1,1,0,1,2,1,1,1,2,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,2,1,0,0,0,0,1,0,0,310200
Da Nang,29,1,2,0,0,1,1,1,1,1,1,0,1,2,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,2,1,0,0,0,0,1,0,0,303600
Da Nang,34,1,2,0,0,1,1,1,1,1,1,0,1,2,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,2,1,0,0,0,0,1,0,0,379500
Da Nang,34,1,2,0,0,1,1,1,1,1,1,0,1,2,1,1,1,2,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,2,1,0,0,0,0,1,0,0,412500
Da Nang,33,1,2,0,1,1,1,1,0,1,0,1,1,3,1,1,1,4,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,2,1,0,2,0,0,0,0,0,1296000
Da Nang,33,1,2,1,1,1,1,1,0,1,0,1,1,3,1,1,1,4,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,2,1,0,2,0,0,0,0,0,1417500
Da Nang,89,1,2,0,1,1,1,1,1,1,0,1,1,3,1,1,1,4,0,1,1,1,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,2,1,0,2,0,1,0,0,0,1822500
Da Nang,89,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,4,0,1,1,1,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,2,1,0,2,0,1,0,0,0,2430000
Da Nang,26,1,2,1,1,1,1,1,1,1,0,1,1,3,1,0,1,4,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1049560
Da Nang,27,1,2,1,1,1,1,1,1,1,0,1,1,3,1,0,1,4,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1049560
Da Nang,27,1,2,1,1,1,1,1,1,1,0,1,1,3,1,0,1,4,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1093260
Da Nang,27,1,2,1,1,1,1,1,1,1,0,1,1,3,1,0,1,4,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1209920
Da Nang,27,1,2,1,1,1,1,1,1,1,0,1,1,3,1,0,1,4,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1268060
Da Nang,55,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,4,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2318000
Da Nang,100,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,4,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,5000800
Da Nang,47,1,2,1,1,1,1,1,0,1,0,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2310000
Da Nang,47,1,2,1,1,1,1,1,0,1,0,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2656500
Da Nang,47,1,2,1,1,1,1,1,0,1,0,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,3927000
Da Nang,47,1,2,1,1,1,1,1,0,1,0,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,3638250
Da Nang,47,1,2,1,1,1,1,1,0,1,0,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3984750
Da Nang,69,1,2,1,1,1,1,1,0,1,0,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2656500
Da Nang,96,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3927000
Da Nang,95,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3638250
Da Nang,95,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3984750
Da Nang,95,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2541000
Da Nang,95,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2887500
Da Nang,95,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4158000
Da Nang,95,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3869250
Da Nang,95,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4215750
Da Nang,95,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2772000
Da Nang,95,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3118500
Da Nang,95,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4100250
Da Nang,95,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3234000
Da Nang,95,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3580500
Da Nang,95,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4562250
