City,Diện tích,Đồ vệ sinh cá nhân miễn phí,Vòi sen,Áo choàng tắm,Két an toàn,Nhà vệ sinh,Khăn tắm,Bàn làm việc,Khu vực tiếp khách,TV,Tủ lạnh,Điện thoại,Máy sấy tóc,Sàn trải thảm,Ấm đun nước điện,Truyền hình cáp,Tủ hoặc phòng để quần áo,Nhìn ra thành phố,Phòng tắm riêng,Hệ thống cách âm,Minibar,WiFi miễn phí,Ghế sofa,Máy fax,Bếp,Máy giặt,Bàn ăn,Dịch vụ báo thức,Tiện nghi ủi,Giường cực dài (> 2 mét),Ban công,Quyền sử dụng Executive Lounge,Máy pha trà/cà phê,Khăn tắm/Bộ khăn trải giường (có thu phí),Máy sấy quần áo,Có phòng thông nhau qua cửa nối,Chậu rửa vệ sinh (bidet),Các tầng trên đi lên bằng thang máy,Xe lăn có thể đi đến mọi nơi trong toàn bộ khuôn viên,Máy vi tính,Quạt máy,Ghế cao dành cho trẻ em,Các tầng trên chỉ lên được bằng cầu thang,Hồ bơi trên sân thượng,Trò chơi board game/giải đố,Khu vực ăn uống ngoài trời,Phòng xông hơi,Bể sục,Sân trong,price
Ha Noi,52,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,2,0,0,1,1,0,0,1,1,1,0,3,0,0,2,0,0,0,0,0,3359334
Ha Noi,54,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,0,1,1,1,1,0,0,0,0,1,1,2,0,0,1,1,0,0,1,1,1,0,3,0,0,2,0,0,0,0,0,3562930
Ha Noi,56,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,0,1,1,1,1,0,0,0,0,1,1,2,1,0,1,1,0,0,1,1,1,0,3,0,0,2,0,0,0,0,0,4377314
Ha Noi,56,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,0,1,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,1,1,0,3,0,0,2,0,0,0,0,0,3461132
Ha Noi,56,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,0,1,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,1,1,0,3,0,0,2,0,0,0,0,0,3868324
Ha Noi,28,1,2,1,1,1,1,1,0,1,1,1,1,3,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,544652
Ha Noi,30,1,2,1,1,1,1,1,0,1,1,1,1,3,1,1,1,2,0,1,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,1,1,0,2,1,0,2,0,0,0,0,0,691885
Ha Noi,35,1,2,1,1,1,1,1,0,1,1,1,1,3,1,1,1,2,0,1,1,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,1,1,0,2,1,0,2,0,0,0,0,0,837932
Ha Noi,45,1,2,1,1,1,1,1,0,1,1,1,1,3,1,1,1,2,0,1,1,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,1,1,0,2,1,0,2,0,0,0,0,0,1347979
Ha Noi,55,1,2,1,1,1,1,1,0,1,1,1,1,3,1,1,1,2,0,1,1,0,0,0,0,0,1,1,1,2,1,0,0,0,0,1,1,1,1,0,2,1,0,2,0,0,0,0,0,1457274
Ha Noi,32,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,3,1,0,2,0,0,0,0,1,2906442
Ha Noi,32,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,3,1,0,2,0,0,0,0,0,3243240
Ha Noi,35,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,3,1,0,2,0,0,0,0,1,2906442
Ha Noi,46,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,3,1,0,2,0,0,0,0,0,3243240
Ha Noi,46,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,3,1,0,2,0,0,0,0,0,3388770
Ha Noi,46,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,3,1,0,2,0,0,0,0,0,3725568
Ha Noi,46,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,3,1,0,2,0,0,0,0,0,4594590
Ha Noi,46,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,3,1,0,2,0,0,0,0,0,4931388
Ha Noi,22,1,2,1,1,1,1,1,0,1,0,1,1,3,1,1,1,3,0,1,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,0,1,1,1,0,3,0,0,2,0,0,0,0,0,690095
Ha Noi,25,1,2,1,1,1,1,1,0,1,0,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,0,1,1,1,0,3,0,0,2,0,0,0,0,0,790109
Ha Noi,25,1,2,1,1,1,1,1,0,1,0,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,3,0,0,2,0,0,0,0,0,790109
Ha Noi,25,1,2,1,1,1,1,1,0,1,0,1,1,3,1,1,1,4,0,1,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,0,1,1,1,0,3,0,0,2,0,0,0,0,0,890122
Ha Noi,28,1,2,1,1,1,1,1,0,1,0,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,3,0,0,2,0,0,0,0,0,990136
Ha Noi,45,1,2,1,1,1,1,1,0,1,0,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,3,0,0,2,0,0,0,0,0,1250172
Ha Noi,28,1,2,1,1,1,1,1,0,1,0,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,0,1,1,1,0,3,0,0,2,0,0,0,0,0,990136
Ha Noi,30,1,2,0,1,1,1,0,0,1,1,1,1,1,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1220000
Ha Noi,30,1,2,0,1,1,1,0,0,1,1,1,1,1,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,3,1,0,0,0,0,0,0,0,2633400
Ha Noi,30,1,2,0,1,1,1,0,0,1,1,1,1,1,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,3,1,0,0,0,0,0,0,0,2633400
Ha Noi,35,1,2,0,1,1,1,0,0,1,1,1,1,1,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,3,1,0,0,0,0,0,0,0,3210900
Ha Noi,18,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,896999
Ha Noi,35,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1149985
Ha Noi,30,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1188968
Ha Noi,35,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,2,1,0,1,1,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,1267499
Ha Noi,18,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1557623
Ha Noi,32,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,0,1,1,1,0,0,0,0,0,1,0,2,1,0,1,1,0,1,0,1,1,0,3,0,0,2,0,0,0,0,0,2729997
Ha Noi,30,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,2827497
Ha Noi,19,1,2,1,1,1,1,1,1,1,0,1,1,2,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,350000
Ha Noi,20,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,2,0,0,1,1,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,786000
Ha Noi,24,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,0,0,0,0,0,1,1,2,0,0,1,1,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,900000
Ha Noi,23,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,0,0,0,0,0,1,1,2,0,0,1,1,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,930000
Ha Noi,38,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,0,0,0,1,1,2,1,0,1,1,1,0,0,1,1,0,3,0,0,0,0,1,0,0,0,1530000
Ha Noi,60,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,0,0,0,1,1,2,1,0,1,1,1,0,0,1,1,0,3,0,0,0,0,1,0,0,0,1782000
Ha Noi,65,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,0,0,0,1,1,2,1,0,1,1,1,1,0,0,1,0,3,0,0,0,0,1,0,0,0,2220000
Ha Noi,32,1,2,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,1,1,1,0,0,1,0,0,1,1,2,0,0,1,1,0,0,0,1,1,0,3,1,0,2,0,0,0,0,0,1594156
Ha Noi,38,1,2,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,1,1,1,0,0,1,0,0,1,1,2,0,0,1,1,0,0,0,1,0,0,3,1,0,2,0,0,0,0,0,1969894
Ha Noi,32,1,2,1,1,1,0,1,0,1,0,1,1,1,1,1,1,2,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,3,1,0,2,0,0,0,0,0,2397085
Ha Noi,20,1,2,0,1,1,1,1,0,1,0,1,1,3,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,625000
Ha Noi,30,1,2,0,1,1,1,1,1,1,0,1,1,3,1,1,1,2,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,937500
Ha Noi,35,1,2,0,1,1,1,1,1,1,0,1,1,3,1,1,1,2,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1250000
Ha Noi,30,1,2,0,1,1,1,1,0,1,0,1,1,3,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,937500
Ha Noi,30,1,2,0,1,1,1,1,1,1,0,1,1,3,1,1,1,2,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1250000
Ha Noi,35,1,2,0,1,1,1,1,0,1,0,1,1,3,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1250000
Ha Noi,40,1,2,0,1,1,1,1,1,1,0,1,1,3,1,1,1,2,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1875000
Ha Noi,43,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,1,0,1,0,0,0,1,0,0,1,1,2,1,0,1,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,2849963
Ha Noi,43,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,1,0,1,0,0,0,1,0,0,1,1,2,1,0,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3257101
Ha Noi,43,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,1,0,1,0,0,0,1,0,0,1,1,2,1,0,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3392813
Ha Noi,43,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,1,0,1,0,0,0,1,0,0,1,1,2,1,0,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3799951
Ha Noi,43,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,1,0,1,0,0,0,1,0,0,1,1,2,1,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,5564213
Ha Noi,60,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,1,0,1,0,1,0,1,0,0,1,1,2,1,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,5971351
Ha Noi,43,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,1,0,1,0,0,0,1,0,0,1,1,2,1,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,6378488
Ha Noi,43,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,1,0,1,0,1,0,1,0,0,1,1,2,1,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,6785626
Ha Noi,20,1,2,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,540000
Ha Noi,21,1,2,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,630000
Ha Noi,22,1,2,1,1,1,1,1,0,1,1,1,1,0,1,1,1,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,690000
Ha Noi,25,1,2,1,1,1,1,1,0,1,1,1,1,0,1,1,1,2,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,810000
Ha Noi,32,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1170000
Ha Noi,26,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,3,1,0,0,0,1,1,0,0,494928
Ha Noi,28,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,2,0,1,1,1,1,0,1,1,0,0,3,1,0,2,0,1,1,0,0,530620
Ha Noi,32,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,2,0,1,1,1,1,0,1,1,0,0,3,1,0,2,0,1,1,0,0,769399
Ha Noi,32,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,2,1,1,1,1,1,0,1,1,0,0,3,1,0,2,0,1,1,0,0,494928
Ha Noi,32,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,2,1,1,1,1,1,0,1,1,0,0,3,1,0,2,0,1,1,0,0,647213
Ha Noi,28,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,2,0,1,1,1,1,0,1,1,0,0,3,1,0,0,0,1,1,0,0,694803
Ha Noi,32,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,2,0,1,1,1,1,0,1,1,0,0,3,1,0,2,0,1,1,0,0,1007464
Ha Noi,38,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,2,1,1,1,1,1,0,1,1,0,0,3,1,0,2,0,1,1,0,0,647213
Ha Noi,65,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,0,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,0,1,1,0,1,4,1,0,2,1,1,1,1,0,1284909
Ha Noi,45,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,2,1,1,1,1,1,0,1,1,0,0,3,1,0,2,0,1,1,0,0,713838
Ha Noi,45,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,2,1,1,1,1,1,0,1,1,0,0,3,1,0,2,0,1,1,0,0,818535
Ha Noi,45,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,2,1,1,1,1,1,0,1,1,0,0,3,1,0,2,0,1,1,0,0,4758924
Ha Noi,45,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,2,1,1,1,1,1,0,1,1,0,0,3,1,0,2,0,1,1,0,0,913713
Ha Noi,20,1,2,1,1,1,1,1,0,1,1,1,1,2,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,3,1,1,0,1,1,0,0,0,646954
Ha Noi,28,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,2,0,0,1,0,1,0,1,1,1,0,3,1,1,0,1,1,0,0,0,770154
Ha Noi,28,1,2,1,1,1,1,1,0,1,1,1,1,2,1,1,1,3,0,1,1,1,0,0,1,0,0,1,1,2,1,0,1,0,1,0,1,1,1,0,3,1,1,0,1,1,0,0,1,893354
Ha Noi,32,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,0,1,1,1,0,0,1,0,1,1,1,2,1,0,1,0,1,0,1,1,1,0,3,1,1,0,1,1,0,0,1,1139413
Ha Noi,45,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,0,1,1,1,1,0,1,0,1,1,1,2,1,1,1,0,1,0,1,1,1,0,3,1,1,2,1,1,0,1,0,2327667
Ha Noi,45,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,3,1,1,0,1,1,0,0,0,1363417
Ha Noi,30,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,3,1,0,0,0,1,0,0,0,1963500
